meeting_id,going_allowance_spf
2015-02-04_KEMPTON PARK_All Weather,0.06268424151249238
2015-02-05_CHELMSFORD CITY_All Weather,0.19489880657123967
2015-02-05_WOLVERHAMPTON_All Weather,0.0925595115581521
2015-02-06_DUNDALK_All Weather,-0.05686953772442181
2015-02-06_WOLVERHAMPTON_All Weather,-0.043303660256290635
2015-02-07_LINGFIELD PARK_All Weather,0.28024269771045945
2015-02-07_WOLVERHAMPTON_All Weather,0.01321310258338367
2015-02-08_SOUTHWELL_All Weather,0.342651263355746
2015-02-09_WOLVERHAMPTON_All Weather,0.11602893988739466
2015-02-10_SOUTHWELL_All Weather,0.37788793567919704
2015-02-11_KEMPTON PARK_All Weather,-0.08654589925853812
2015-02-11_LINGFIELD PARK_All Weather,0.2068700077833896
2015-02-12_CHELMSFORD CITY_All Weather,0.11968689449939349
2015-02-13_DUNDALK_All Weather,-0.16404246604319014
2015-02-13_LINGFIELD PARK_All Weather,0.24238663555876244
2015-02-13_WOLVERHAMPTON_All Weather,0.035277780055059924
2015-02-14_LINGFIELD PARK_All Weather,0.03431078851220199
2015-02-16_WOLVERHAMPTON_All Weather,0.026578424809697635
2015-02-17_WOLVERHAMPTON_All Weather,-0.06331568038915872
2015-02-18_KEMPTON PARK_All Weather,-0.09442457774163744
2015-02-18_LINGFIELD PARK_All Weather,0.07547030166340236
2015-02-19_CHELMSFORD CITY_All Weather,0.07220701719576804
2015-02-20_DUNDALK_All Weather,-0.2366041620258902
2015-02-20_LINGFIELD PARK_All Weather,0.0571458001575212
2015-02-20_WOLVERHAMPTON_All Weather,-0.0360961013757695
2015-02-21_LINGFIELD PARK_All Weather,-0.09110301554445488
2015-02-23_WOLVERHAMPTON_All Weather,-0.001004030923527785
2015-02-24_LINGFIELD PARK_All Weather,0.03665756757692051
2015-02-25_KEMPTON PARK_All Weather,0.05128453243107819
2015-02-26_CHELMSFORD CITY_All Weather,0.05803556213947549
2015-02-26_SOUTHWELL_All Weather,0.09822032808504773
2015-02-27_DUNDALK_All Weather,0.08450630356337836
2015-02-27_LINGFIELD PARK_All Weather,0.02272935919704553
2015-02-27_WOLVERHAMPTON_All Weather,0.21365676051306792
2015-02-28_LINGFIELD PARK_All Weather,-0.02626176712336866
2015-03-02_WOLVERHAMPTON_All Weather,-0.05029304319164988
2015-03-03_SOUTHWELL_All Weather,0.1492467504258972
2015-03-04_KEMPTON PARK_All Weather,0.06311194684613476
2015-03-04_LINGFIELD PARK_All Weather,0.025609527859522464
2015-03-05_CHELMSFORD CITY_All Weather,0.07788639219576696
2015-03-05_SOUTHWELL_All Weather,0.17279388551689706
2015-03-06_DUNDALK_All Weather,-0.04916056128376286
2015-03-06_WOLVERHAMPTON_All Weather,0.016756264699653335
2015-03-07_WOLVERHAMPTON_All Weather,-0.1305706736446635
2015-03-10_SOUTHWELL_All Weather,0.1549838614592552
2015-03-10_WOLVERHAMPTON_All Weather,-0.02092158336244981
2015-03-11_KEMPTON PARK_All Weather,-0.03956525454966838
2015-03-11_SOUTHWELL_All Weather,0.34883175443916714
2015-03-12_CHELMSFORD CITY_All Weather,0.22580458758503424
2015-03-13_DUNDALK_All Weather,-0.15331896355745828
2015-03-13_LINGFIELD PARK_All Weather,-0.0031987927863062204
2015-03-13_WOLVERHAMPTON_All Weather,0.04578458683606552
2015-03-14_LINGFIELD PARK_All Weather,-0.022189282234976807
2015-03-14_WOLVERHAMPTON_All Weather,0.0259172200092909
2015-03-16_CHELMSFORD CITY_All Weather,0.3167590785619797
2015-03-17_SOUTHWELL_All Weather,0.4273103671794737
2015-03-18_CHELMSFORD CITY_All Weather,0.09545361099300773
2015-03-18_KEMPTON PARK_All Weather,0.04688618133460753
2015-03-19_CHELMSFORD CITY_All Weather,0.10601211557539711
2015-03-19_WOLVERHAMPTON_All Weather,0.20767717567140004
2015-03-20_DUNDALK_All Weather,-0.05490857109416751
2015-03-20_LINGFIELD PARK_All Weather,-0.02873659507022288
2015-03-20_WOLVERHAMPTON_All Weather,0.06375425080008787
2015-03-23_WOLVERHAMPTON_All Weather,0.023487946810815574
2015-03-24_WOLVERHAMPTON_All Weather,0.17858021650610906
2015-03-25_KEMPTON PARK_All Weather,-0.034783348207094
2015-03-25_LINGFIELD PARK_All Weather,0.1901898902235936
2015-03-25_SOUTHWELL_All Weather,0.4912868041173849
2015-03-26_CHELMSFORD CITY_All Weather,0.31205988756613817
2015-03-26_WOLVERHAMPTON_All Weather,0.046846127353159635
2015-03-27_DUNDALK_All Weather,-0.047061260719487616
2015-03-27_LINGFIELD PARK_All Weather,0.10433171368419787
2015-03-27_WOLVERHAMPTON_All Weather,0.11300624784737161
2015-03-28_CHELMSFORD CITY_All Weather,0.10360028202947898
2015-03-28_DONCASTER_Turf,0.21045074711418377
2015-03-28_KEMPTON PARK_All Weather,-0.08098748558872604
2015-03-29_DONCASTER_Turf,0.34228088154028663
2015-03-31_SOUTHWELL_All Weather,0.2669805853692789
2015-04-01_CHELMSFORD CITY_All Weather,0.20443792091836724
2015-04-01_DUNDALK_All Weather,-0.02457537780527378
2015-04-01_KEMPTON PARK_All Weather,-0.04480580186902803
2015-04-02_WOLVERHAMPTON_All Weather,0.009087718753790167
2015-04-03_LINGFIELD PARK_All Weather,-0.12898458852488942
2015-04-03_MUSSELBURGH_Turf,0.6678258859343345
2015-04-04_CORK_Turf,1.0888289758830763
2015-04-04_KEMPTON PARK_All Weather,-0.14528273522631455
2015-04-05_MUSSELBURGH_Turf,0.5844018151332013
2015-04-06_REDCAR_Turf,-0.06067480620032565
2015-04-06_WOLVERHAMPTON_All Weather,0.06509655367714642
2015-04-07_CHELMSFORD CITY_All Weather,0.0957462587023121
2015-04-07_LINGFIELD PARK_All Weather,0.14500557676660536
2015-04-07_PONTEFRACT_Turf,0.37181117532297386
2015-04-08_CATTERICK BRIDGE_Turf,0.1708943236040963
2015-04-08_KEMPTON PARK_All Weather,0.05709845805843867
2015-04-08_LINGFIELD PARK_All Weather,0.06455181581655811
2015-04-08_NOTTINGHAM_Turf,0.3585364854617744
2015-04-09_CHELMSFORD CITY_All Weather,0.19444223096182972
2015-04-09_SOUTHWELL_All Weather,0.19817420605936187
2015-04-09_TIPPERARY_Turf,0.6716781963527971
2015-04-10_LEICESTER_Turf,0.27708911807804454
2015-04-10_WOLVERHAMPTON_All Weather,0.1876530268021953
2015-04-11_GOWRAN PARK_Turf,0.6327438919429427
2015-04-11_LINGFIELD PARK_All Weather,0.01922600679110657
2015-04-11_NEWCASTLE_Turf,0.326014495130747
2015-04-11_WOLVERHAMPTON_All Weather,0.024909149261302284
2015-04-13_REDCAR_Turf,0.0034468341333929488
2015-04-13_WINDSOR_Turf,-0.17357580417814059
2015-04-14_SOUTHWELL_All Weather,0.18591933033794025
2015-04-15_BEVERLEY_Turf,-0.14216456170198596
2015-04-15_KEMPTON PARK_All Weather,0.018523809486233164
2015-04-15_LEOPARDSTOWN_Turf,0.6780049597429654
2015-04-15_NEWMARKET (ROWLEY)_Turf,-0.23310702083333296
2015-04-16_CHELMSFORD CITY_All Weather,0.12468767262899336
2015-04-16_LIMERICK_Turf,0.5770126822183665
2015-04-16_NEWMARKET (ROWLEY)_Turf,0.19234687086640176
2015-04-16_RIPON_Turf,0.3363265003548819
2015-04-17_BATH_Turf,-0.011168056439351166
2015-04-17_DUNDALK_All Weather,-0.017769153538235865
2015-04-17_NEWBURY_Turf,-0.28022480368225744
2015-04-18_NAVAN_Turf,0.3084018325824666
2015-04-18_NEWBURY_Turf,-0.3630396386834386
2015-04-18_NOTTINGHAM_Turf,0.11230274792762689
2015-04-18_THIRSK_Turf,-0.09528825405584164
2015-04-18_WOLVERHAMPTON_All Weather,0.2291717635347407
2015-04-19_CURRAGH_Turf,0.6440087400818191
2015-04-20_CORK_Turf,-0.005981628729086252
2015-04-20_PONTEFRACT_Turf,0.10593012814684462
2015-04-20_WINDSOR_Turf,-0.11697400872314763
2015-04-21_BRIGHTON_Turf,-0.2239407094407737
2015-04-21_KEMPTON PARK_All Weather,-0.02142906228445158
2015-04-21_WOLVERHAMPTON_All Weather,0.11059059876403796
2015-04-22_CATTERICK BRIDGE_Turf,-0.08901860316034252
2015-04-22_EPSOM DOWNS_Turf,0.041982101031726865
2015-04-23_BATH_Turf,-0.18819500188905114
2015-04-23_BEVERLEY_Turf,-0.26760222781565807
2015-04-23_SOUTHWELL_All Weather,0.3050879759773939
2015-04-23_TIPPERARY_Turf,0.2389593800784951
2015-04-24_DONCASTER_Turf,0.10425528269587772
2015-04-24_DUNDALK_All Weather,-0.2156501714560663
2015-04-24_SANDOWN PARK_Turf,0.12569309125923175
2015-04-25_DONCASTER_Turf,0.10529021363820279
2015-04-25_HAYDOCK PARK_Turf,0.17649932705315347
2015-04-25_LEICESTER_Turf,-0.19152241698385739
2015-04-25_LIMERICK_Turf,-0.0759785302425748
2015-04-25_RIPON_Turf,0.09537775000971101
2015-04-25_WOLVERHAMPTON_All Weather,0.11871486129640703
2015-04-26_CHELMSFORD CITY_All Weather,0.02812930980725705
2015-04-26_GOWRAN PARK_Turf,-0.17701334421459286
2015-04-26_WETHERBY_Turf,-0.07878812905844246
2015-04-27_AYR_Turf,0.015426217631950082
2015-04-27_KEMPTON PARK_All Weather,-0.03336581836146678
2015-04-27_NAAS_Turf,0.7004287648678432
2015-04-27_SOUTHWELL_All Weather,0.461533938222172
2015-04-27_WINDSOR_Turf,-0.03679422514902132
2015-04-27_WOLVERHAMPTON_All Weather,0.11331193635884942
2015-04-28_BRIGHTON_Turf,0.36037901989081356
2015-04-28_CHELMSFORD CITY_All Weather,-0.015345412414964722
2015-04-28_NEWCASTLE_Turf,0.28515333639442136
2015-04-28_NOTTINGHAM_Turf,0.06206100899276972
2015-04-28_WOLVERHAMPTON_All Weather,0.03742612547948881
2015-04-29_ASCOT_Turf,-0.2767309647808175
2015-04-29_LINGFIELD PARK_All Weather,0.012190124413306577
2015-04-29_PONTEFRACT_Turf,-0.07699911289626693
2015-04-29_WOLVERHAMPTON_All Weather,0.04160768099411135
2015-04-30_LINGFIELD PARK_All Weather,-0.04733522155009741
2015-04-30_REDCAR_Turf,0.40341094526074517
2015-05-01_CHEPSTOW_Turf,-0.17461357654856563
2015-05-01_LINGFIELD PARK_All Weather,0.06664466926193548
2015-05-01_MUSSELBURGH_Turf,-0.04007241251734382
2015-05-02_DONCASTER_Turf,-0.1260615612817317
2015-05-02_GOODWOOD_Turf,-0.1917754009960566
2015-05-02_NEWMARKET (ROWLEY)_Turf,0.026630724702380405
2015-05-02_THIRSK_Turf,0.07266078743032309
2015-05-03_HAMILTON PARK_Turf,0.8185801576103323
2015-05-03_NEWMARKET (ROWLEY)_Turf,-0.3049596919642869
2015-05-03_SALISBURY_Turf,-0.20411181567895711
2015-05-04_BATH_Turf,-0.1082013674154878
2015-05-04_BEVERLEY_Turf,-0.023070526488511323
2015-05-04_CURRAGH_Turf,1.0037152346779559
2015-05-04_WINDSOR_Turf,-0.1580776181128658
2015-05-05_BRIGHTON_Turf,0.5337581366182851
2015-05-05_CATTERICK BRIDGE_Turf,0.4212936595078539
2015-05-06_CHELMSFORD CITY_All Weather,-0.03822287060657502
2015-05-08_ASCOT_Turf,-0.2805713670416516
2015-05-08_LINGFIELD PARK_Turf,0.459729202105814
2015-05-08_NOTTINGHAM_Turf,0.45456941250462124
2015-05-08_RIPON_Turf,0.8794446924756963
2015-05-09_ASCOT_Turf,-0.15037438221417002
2015-05-09_GOWRAN PARK_Turf,1.1674171331105565
2015-05-09_HAYDOCK PARK_Turf,0.7379669992821241
2015-05-09_LINGFIELD PARK_Turf,0.45085375374677517
2015-05-09_NOTTINGHAM_Turf,0.4827510377744164
2015-05-09_THIRSK_Turf,0.5710203491449549
2015-05-10_LEOPARDSTOWN_Turf,1.0395863742537736
2015-05-11_DONCASTER_Turf,0.3251270468142672
2015-05-11_MUSSELBURGH_Turf,0.5808374861799084
2015-05-11_WINDSOR_Turf,-0.07416129149950224
2015-05-11_WOLVERHAMPTON_All Weather,0.39223216149585755
2015-05-12_BEVERLEY_Turf,0.25178375939247105
2015-05-12_CHELMSFORD CITY_All Weather,0.04608361536281159
2015-05-12_KILLARNEY_Turf,0.281192029893183
2015-05-13_BATH_Turf,-0.11998450977504653
2015-05-13_NAAS_Turf,0.4024184763519846
2015-05-13_NEWCASTLE_Turf,0.15453569590265506
2015-05-13_YORK_Turf,0.007185378825028105
2015-05-14_NEWMARKET (ROWLEY)_Turf,0.25283055307539676
2015-05-14_SALISBURY_Turf,0.36055497882122134
2015-05-14_YORK_Turf,-0.03480477167742222
2015-05-15_DUNDALK_All Weather,-0.07532962837375907
2015-05-15_HAMILTON PARK_Turf,0.5741272236969861
2015-05-15_NEWBURY_Turf,0.19350941599920554
2015-05-15_NEWMARKET (ROWLEY)_Turf,0.08098605009920642
2015-05-15_YORK_Turf,-0.07970627839342473
2015-05-16_DONCASTER_Turf,0.0007633797023445688
2015-05-16_NEWBURY_Turf,-0.11104982676774189
2015-05-16_NEWMARKET (ROWLEY)_Turf,-0.3859514417989421
2015-05-16_THIRSK_Turf,-0.1353272642462058
2015-05-17_NAVAN_Turf,-0.09309614708303555
2015-05-17_RIPON_Turf,0.07709523579427273
2015-05-18_LEICESTER_Turf,0.14986754114105216
2015-05-18_REDCAR_Turf,0.08377548848191387
2015-05-18_ROSCOMMON_Turf,0.8989726907658137
2015-05-18_SOUTHWELL_All Weather,0.4029123309167975
2015-05-18_WINDSOR_Turf,-0.14641810951182563
2015-05-19_CHELMSFORD CITY_All Weather,-0.09280963460237802
2015-05-19_CHEPSTOW_Turf,0.5162154534401551
2015-05-19_DUNDALK_All Weather,-0.1023865076423564
2015-05-19_NEWCASTLE_Turf,0.02937637299029236
2015-05-19_NOTTINGHAM_Turf,0.27320787556255116
2015-05-20_AYR_Turf,0.47760370586722084
2015-05-20_KEMPTON PARK_All Weather,0.1204609691195977
2015-05-20_LINGFIELD PARK_Turf,0.37232132250749794
2015-05-21_AYR_Turf,0.24776061628149285
2015-05-21_GOODWOOD_Turf,0.021187606005807966
2015-05-21_NOTTINGHAM_Turf,0.06745490483078127
2015-05-21_SANDOWN PARK_Turf,-0.11200545104008892
2015-05-22_BATH_Turf,-0.03140059134802315
2015-05-22_CORK_Turf,-0.024264289421815827
2015-05-22_GOODWOOD_Turf,-0.07960156107366695
2015-05-22_HAYDOCK PARK_Turf,0.17969207839170087
2015-05-22_MUSSELBURGH_Turf,-0.10448090483309458
2015-05-22_PONTEFRACT_Turf,0.05170627616201473
2015-05-23_BEVERLEY_Turf,-0.19791009961424846
2015-05-23_CATTERICK BRIDGE_Turf,-0.06415674291882958
2015-05-23_CURRAGH_Turf,0.027716200247869267
2015-05-23_GOODWOOD_Turf,-0.18877745889670072
2015-05-23_HAYDOCK PARK_Turf,-0.003448704767791877
2015-05-23_SALISBURY_Turf,-0.2979721842974335
2015-05-24_CURRAGH_Turf,-0.03094739129956141
2015-05-25_CARLISLE_Turf,0.14965166974173705
2015-05-25_LEICESTER_Turf,-0.08547320880465363
2015-05-25_REDCAR_Turf,-0.046090666108735266
2015-05-25_WINDSOR_Turf,-0.12770146264615262
2015-05-26_LEICESTER_Turf,-0.09705371495547631
2015-05-26_LINGFIELD PARK_All Weather,0.20019398814409142
2015-05-26_REDCAR_Turf,0.13772313665337305
2015-05-27_GOWRAN PARK_Turf,0.01765507031467518
2015-05-27_HAMILTON PARK_Turf,0.173924183137081
2015-05-27_KEMPTON PARK_All Weather,0.038857577701163847
2015-05-27_THIRSK_Turf,-0.09274141559643889
2015-05-28_FAIRYHOUSE_Turf,0.04438713624338626
2015-05-28_HAYDOCK PARK_Turf,0.20314249240172896
2015-05-28_LINGFIELD PARK_All Weather,0.20055863725886333
2015-05-28_SANDOWN PARK_Turf,-0.3253822491682791
2015-05-29_BRIGHTON_Turf,0.5515815147305148
2015-05-29_CATTERICK BRIDGE_Turf,0.24909538300775894
2015-05-29_HAYDOCK PARK_Turf,0.20846643491154143
2015-05-29_NEWCASTLE_Turf,0.08058371806539076
2015-05-29_NEWMARKET (ROWLEY)_Turf,-0.2840960729166671
2015-05-30_CHEPSTOW_Turf,-0.016945825320288967
2015-05-30_HAYDOCK PARK_Turf,0.07785059041168256
2015-05-30_NAVAN_Turf,-0.04991448565414556
2015-05-30_NEWMARKET (ROWLEY)_Turf,-0.21152192956349247
2015-05-30_YORK_Turf,0.11991805242057244
2015-05-31_LISTOWEL_Turf,1.0932980309042808
2015-05-31_NOTTINGHAM_Turf,0.16326872310061114
2015-06-01_LEICESTER_Turf,-0.2666140675229052
2015-06-01_LINGFIELD PARK_All Weather,0.1675145904750941
2015-06-01_NAAS_Turf,0.2877957524817355
2015-06-01_WINDSOR_Turf,0.03138880712214073
2015-06-02_BRIGHTON_Turf,0.8945855246556152
2015-06-02_RIPON_Turf,0.32517063584174427
2015-06-02_WOLVERHAMPTON_All Weather,0.08544226189014795
2015-06-03_CHELMSFORD CITY_All Weather,-0.0681905546107329
2015-06-03_NOTTINGHAM_Turf,-0.11680962397711417
2015-06-03_RIPON_Turf,0.08928591844861675
2015-06-03_WOLVERHAMPTON_All Weather,0.213273387705599
2015-06-04_HAMILTON PARK_Turf,0.24062490176800638
2015-06-04_KEMPTON PARK_All Weather,-0.01657438647342882
2015-06-04_LINGFIELD PARK_Turf,0.0959266549540831
2015-06-04_TIPPERARY_Turf,0.34747975955619054
2015-06-04_WOLVERHAMPTON_All Weather,0.2390375250391708
2015-06-05_BATH_Turf,0.06195092114056033
2015-06-05_CATTERICK BRIDGE_Turf,-0.04872427060198661
2015-06-05_EPSOM DOWNS_Turf,-0.2724538874391159
2015-06-05_GOODWOOD_Turf,0.1015032899613284
2015-06-05_LEOPARDSTOWN_Turf,0.12973843150692038
2015-06-06_DONCASTER_Turf,0.24882054895522138
2015-06-06_EPSOM DOWNS_Turf,-0.251410647471176
2015-06-06_LINGFIELD PARK_All Weather,0.2460000000000008
2015-06-06_LINGFIELD PARK_Turf,-0.06281299565192566
2015-06-06_MUSSELBURGH_Turf,-0.00897985699768959
2015-06-06_NEWCASTLE_Turf,0.0008093741441591584
2015-06-07_CURRAGH_Turf,-0.061105706694088824
2015-06-07_GOODWOOD_Turf,-0.11429141905052634
2015-06-08_AYR_Turf,0.41731201487619635
2015-06-08_PONTEFRACT_Turf,0.07362836538930859
2015-06-08_ROSCOMMON_Turf,0.23508580712928728
2015-06-08_THIRSK_Turf,-0.09127442379939849
2015-06-08_WINDSOR_Turf,-0.01147119498762849
2015-06-09_LINGFIELD PARK_All Weather,0.10200000000000102
2015-06-09_LINGFIELD PARK_Turf,0.34260651761144156
2015-06-09_SALISBURY_Turf,-0.2540364653377603
2015-06-10_BEVERLEY_Turf,-0.27786785836485867
2015-06-10_BRIGHTON_Turf,-0.03507208418977971
2015-06-10_FAIRYHOUSE_Turf,0.1605857275132268
2015-06-10_HAMILTON PARK_Turf,0.02127245552464561
2015-06-10_HAYDOCK PARK_Turf,-0.21065508664672303
2015-06-10_KEMPTON PARK_All Weather,0.00888050615034119
2015-06-11_HAYDOCK PARK_Turf,-0.2890957732064821
2015-06-11_LEOPARDSTOWN_Turf,0.2709406183001174
2015-06-11_NEWBURY_Turf,-0.18863553462846494
2015-06-11_NOTTINGHAM_Turf,-0.25870793880967935
2015-06-12_CHEPSTOW_Turf,-0.17688624427981964
2015-06-12_GOODWOOD_Turf,-0.03600674801367612
2015-06-12_SANDOWN PARK_Turf,0.06954282726435237
2015-06-12_YORK_Turf,0.016053570410880024
2015-06-13_BATH_Turf,-0.000656309425456758
2015-06-13_LEICESTER_Turf,0.20365348413055476
2015-06-13_LINGFIELD PARK_Turf,0.029295545961299706
2015-06-13_MUSSELBURGH_Turf,-0.281791411985809
2015-06-13_NAVAN_Turf,-0.1305823740262813
2015-06-13_SANDOWN PARK_Turf,-0.15835595128572644
2015-06-13_YORK_Turf,0.05548398570702634
2015-06-14_CORK_Turf,0.012643265617024876
2015-06-14_DONCASTER_Turf,0.3214896901514651
2015-06-14_SALISBURY_Turf,-0.1912100336926731
2015-06-15_CARLISLE_Turf,0.07908217893997721
2015-06-15_NOTTINGHAM_Turf,0.05347295012212289
2015-06-15_SLIGO_Turf,-0.207237643961277
2015-06-15_WINDSOR_Turf,0.03477638249919173
2015-06-16_ASCOT_Turf,-0.33680712437150806
2015-06-16_BEVERLEY_Turf,-0.23224524276446146
2015-06-16_BRIGHTON_Turf,0.33518875215006305
2015-06-16_THIRSK_Turf,-0.12729752361609273
2015-06-17_ASCOT_Turf,-0.192449268834203
2015-06-17_CHELMSFORD CITY_All Weather,0.032468702460517404
2015-06-17_HAMILTON PARK_Turf,0.055154394467986756
2015-06-17_RIPON_Turf,-0.0738588963461516
2015-06-18_ASCOT_Turf,-0.3672519576112649
2015-06-18_CHELMSFORD CITY_All Weather,0.08279528791721402
2015-06-18_LEICESTER_Turf,-0.07853796492142454
2015-06-18_LEOPARDSTOWN_Turf,0.18960719275858562
2015-06-18_LINGFIELD PARK_All Weather,0.13405132857870153
2015-06-18_RIPON_Turf,-0.00911812314358591
2015-06-19_ASCOT_Turf,-0.37396366472855963
2015-06-19_GOODWOOD_Turf,-0.12606663038663096
2015-06-19_LIMERICK_Turf,0.04940554093717478
2015-06-19_NEWMARKET (JULY)_Turf,-0.09083305969823993
2015-06-19_REDCAR_Turf,0.018966088760546358
2015-06-20_ASCOT_Turf,-0.2621160457298957
2015-06-20_AYR_Turf,-0.11714600104577873
2015-06-20_DOWN ROYAL_Turf,0.1231291133515721
2015-06-20_HAYDOCK PARK_Turf,0.13937064636800156
2015-06-20_LINGFIELD PARK_All Weather,0.021000000000003637
2015-06-20_LINGFIELD PARK_Turf,-0.030822801760285838
2015-06-20_NEWMARKET (JULY)_Turf,0.00677458768314944
2015-06-20_REDCAR_Turf,0.1846581683089531
2015-06-21_GOWRAN PARK_Turf,-0.09658447447079005
2015-06-21_PONTEFRACT_Turf,0.21479414634182836
2015-06-22_CHEPSTOW_Turf,-0.19513491352864293
2015-06-22_WETHERBY_Turf,-0.049700369318182
2015-06-22_WINDSOR_Turf,0.0756114000777341
2015-06-22_WOLVERHAMPTON_All Weather,0.14061305630279786
2015-06-23_BALLINROBE_Turf,0.07153486108601671
2015-06-23_BEVERLEY_Turf,-0.13962362395939187
2015-06-23_BRIGHTON_Turf,0.2691470469322637
2015-06-23_LEICESTER_Turf,-0.10980285746163634
2015-06-24_BATH_Turf,-0.11780791539088857
2015-06-24_CARLISLE_Turf,-0.01188885498865571
2015-06-24_KEMPTON PARK_All Weather,0.06807167532802473
2015-06-24_NAAS_Turf,-0.049870564785849086
2015-06-24_SALISBURY_Turf,-0.20907619470766345
2015-06-25_HAMILTON PARK_Turf,0.2479775934980446
2015-06-25_LEOPARDSTOWN_Turf,0.18522752812394683
2015-06-25_NEWBURY_Turf,-0.1430060593568515
2015-06-25_NEWCASTLE_Turf,-0.21520470961237328
2015-06-25_NEWMARKET (JULY)_Turf,-0.0261259946199639
2015-06-25_NOTTINGHAM_Turf,-0.025618929132976614
2015-06-26_CURRAGH_Turf,0.054729705787721586
2015-06-26_DONCASTER_Turf,0.09079283442483735
2015-06-26_NEWCASTLE_Turf,-0.11408577793635861
2015-06-26_NEWMARKET (JULY)_Turf,-0.12956742851691969
2015-06-26_WOLVERHAMPTON_All Weather,0.09212828184416337
2015-06-27_CURRAGH_Turf,0.025616591763916268
2015-06-27_DONCASTER_Turf,0.10171136945028535
2015-06-27_LINGFIELD PARK_All Weather,0.1140814095030341
2015-06-27_LINGFIELD PARK_Turf,-0.11267013850906887
2015-06-27_NEWCASTLE_Turf,-0.13977668134350454
2015-06-27_NEWMARKET (JULY)_Turf,-0.20487641369047677
2015-06-27_WINDSOR_Turf,-0.2677109939443494
2015-06-28_CURRAGH_Turf,-0.15243722680523564
2015-06-28_WINDSOR_Turf,0.0418347642675823
2015-06-29_MUSSELBURGH_Turf,-0.18000246238825207
2015-06-29_PONTEFRACT_Turf,0.18202067681114315
2015-06-29_WINDSOR_Turf,-0.1264303625292007
2015-06-29_WOLVERHAMPTON_All Weather,0.176506325104728
2015-06-30_BRIGHTON_Turf,-0.0025450018269334157
2015-06-30_CHEPSTOW_Turf,0.015375190215997172
2015-06-30_GOWRAN PARK_Turf,-0.05176244657455005
2015-06-30_HAMILTON PARK_Turf,0.03306796981887382
